No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,su_store_number,店舗数,STRING,有,なし,なし,なし,なし（固定値）,1,各UNION枝で 1 AS su_store_number を設定し、外側SELECTで main_table.su_store_number として出力。,店舗1行あたりのカウント用固定値。DDL上はSTRINGだが、SQL式は数値リテラルのため、型を厳密に固定する場合はCAST(1 AS STRING)の検討が必要。
2,cd_hansya_kaisya_tenpo,販社会社店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,"cd_hansya, cd_kaisya, cd_tenpo","CONCAT(tbv201m.cd_hansya, tbv201m.cd_kaisya, tbv201m.cd_tenpo) として生成。",販社コード・会社コード・店舗コードを連結した店舗識別用コード。
3,cd_hansya_kaisya_zon_tenpo,販社会社ゾーン店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m / dx_ve.tbi002003m / ai21rep_ve_dx.tbv0033m,"cd_hansya, cd_kaisya, cd_tenpo, cd_zon","tntenpo.cd_zon がNULLでない場合は CONCAT(tbv201m.cd_hansya, tbv201m.cd_kaisya, tntenpo.cd_zon, tbv201m.cd_tenpo)、NULLの場合は CONCAT(tbv201m.cd_hansya, tbv201m.cd_kaisya, tbv003m.cd_zon, tbv201m.cd_tenpo)。",販社・会社・ゾーン・店舗を連結したゾーン付き店舗識別コード。
4,cd_hansya,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_hansya,tbv201m.cd_hansya をそのまま出力。,販社を識別するコード。
5,cd_kaisya,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_kaisya,tbv201m.cd_kaisya をそのまま出力。,会社を識別するコード。
6,cd_tenpo,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_tenpo,tbv201m.cd_tenpo をそのまま出力。,店舗を識別するコード。
7,kj_tenpomei,店舗名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,kj_tenpomei,tbv201m.kj_tenpomei をそのまま出力。,店舗の正式名称。WHERE句で '%廃）%' を含む店舗名称は除外。
8,kj_tentanms,店舗短縮名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,kj_tentanms,tbv201m.kj_tentanms をそのまま出力。,店舗の短縮名称。
9,cd_zon,ゾーンコード,STRING,有,なし,なし,なし,dx_ve.tbi002003m / ai21rep_ve_dx.tbv0033m,"tntenpo.cd_zon, tbv003m.cd_zon, zone_name_abbreviation","内側で NVL(tntenpo.cd_zon, tbv003m.cd_zon) を生成後、外側で zone_name_abbreviation がNULLまたは空白の場合は '999999'、cd_zon がNULLまたは空白の場合は '999998'、それ以外は cd_zon を出力。",ゾーンコード。ゾーン名略が未設定の場合は999999、ゾーンコードが未設定の場合は999998に補正。
10,cd_nczon,NCゾーンコード,STRING,有,なし,なし,なし,dx_ve.tbi002003m / ai21rep_ve_dx.tbv0047m,"tntenpo.cd_zon, tbv0047m.cd_nczon","NVL(tntenpo.cd_zon, tbv0047m.cd_nczon) として生成。",NCゾーン相当のコード。tntenpo.cd_zon が存在する場合はそちらを優先。
11,kj_zonmei,ゾーン名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0033m,"tbv003m1.kj_zonmei, tbv003m.kj_zonmei","NVL(tbv003m1.kj_zonmei, tbv003m.kj_zonmei) として生成。",ゾーン名称。tntenpo由来のゾーンマスタ結合結果を優先し、なければtbv0047m由来のゾーン名称を使用。
12,zone_name_abbreviation,ゾーン名略,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0033m,"tbv003m1.kj_zonmei, tbv003m.kj_zonmei","販社03601・会社01側はCASE式でゾーン名称を整形。名称が特定パターン（先頭が'ト'または'レ'、末尾が'エ統'）の場合は先頭9文字を抽出し、'レ'→'L-'、'ト'→'T-'、全角数字→半角数字へ置換。それ以外は全角スペースを半角スペースへ置換してTRIM。03601以外側は NVL(tbv003m1.kj_zonmei, tbv003m.kj_zonmei) を出力。",ゾーン名称の略称・表示用名称。販社03601側のみ表記ゆれ補正ロジックあり。
13,sort_order,ソート順,STRING,有,なし,なし,なし,dx_ve.tbi999003m / ai21rep_ve_dx.tbv0201m / dx_ve.tbi002003m / ai21rep_ve_dx.tbv0033m,"mj_sortjyun, cd_zon, cd_tenpo, cd_hansya, cd_kaisya","RANK() OVER (PARTITION BY tbv201m.cd_hansya, tbv201m.cd_kaisya ORDER BY NVL(tntenpo.cd_zon, tbv003m.cd_zon), tbi999003m.mj_sortjyun, tbv201m.cd_tenpo) として生成。",販社・会社単位でゾーン、帳票ソート順、店舗コード順に採番する表示順。DDL上はSTRINGだが、SQL式はRANK関数のため数値型に推論される可能性あり。
