No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,cd_hansya,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_hansya,内側SELECTで t001g.cd_hansya を取得し、外側SELECTでGROUP BYキーとしてそのまま出力。,販売実績・販売取消データの販社コード。dx_ve.tbi999003m に帳票ID '017'、表示対象 kb_tenji = 1 として存在する店舗のみ対象。
2,cd_kaisya,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_kaisya,内側SELECTで t001g.cd_kaisya を取得し、外側SELECTでGROUP BYキーとしてそのまま出力。,販売実績・販売取消データの会社コード。
3,cd_tenpo,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_tenpo,内側SELECTで t001g.cd_tenpo を取得し、外側SELECTでGROUP BYキーとしてそのまま出力。,販売実績・販売取消データの店舗コード。
4,kj_tenpomei,店舗名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,kj_tenpomei,"t001g の販社コード・会社コード・店舗コードで tbv0201m を参照し、regexp_replace(t0201m.kj_tenpomei, '　+$', '') により末尾の全角スペースを除去して設定。",店舗名称。販売実績分・販売取消分の両方で同一ロジック。
5,cd_hanstaff,販売スタッフコード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_hanstaff,内側SELECTで t001g.cd_hanstaff を取得し、外側SELECTでGROUP BYキーとしてそのまま出力。,販売実績・販売取消データに紐づく販売スタッフコード。
6,kj_syainmei,社員名,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,kj_syainmei,"t001g.cd_hanstaff と tbv0014m.cd_syain を結合し、regexp_replace(t014m.kj_syainmei, '　+$', '') により末尾の全角スペースを除去して設定。",販売スタッフの社員名。販売実績分・販売取消分の両方で同一ロジック。
7,month,月区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbg168g / ai21rep_ve_dx.tbba001g,dd_torokei / dd_uriagekj / dd_uritrkkj,販売実績分は tbbg168g の最小 dd_torokei がある場合は dd_torokei、ない場合は t001g.dd_uriagekj を基準日とし、JST現在月の月初以上なら '当月'、それ以外は '前月'。販売取消分は t001g.dd_uritrkkj がJST現在月の月初以上なら '当月'、それ以外は '前月'。,対象期間は販売実績分が登録計上日または売上計上日で前月月初以降、販売取消分が売上取消登録計上日で前月月初以降。JST基準の動的期間判定。
8,su_hanbai,販売数,STRING,有,なし,なし,なし,算出値,なし,販売実績分の内側SELECTで 1、販売取消分の内側SELECTで 0 を設定し、外側SELECTで SUM(su_hanbai) を集計。,"販売件数。kb_haraidas NOT IN ('00','40')、dd_jucyuke IS NOT NULL、かつ表示対象店舗のデータが対象。"
9,su_hanbaicancelhane,販売取消跳ね後数,STRING,有,なし,なし,なし,算出値,su_hanbai / su_hanbaicancel,外側SELECTで SUM(su_hanbai) - SUM(su_hanbaicancel) を算出。販売実績分は su_hanbaicancel=0、販売取消分は su_hanbaicancel=1。,販売取消件数を控除した正味の販売数。
10,su_hanbaijyokei,販売除軽数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbf001m / 算出値,kn_kei,販売実績分で tbbf001m.kn_kei <> '1' の場合 1、それ以外は0を設定し、販売取消分では0を設定。外側SELECTで SUM(su_hanbaijyokei) を集計。,軽区分を除外した販売数と解釈。車名マスタ tbbf001m は仕様情報 tbbf008m 経由で参照。
11,su_hanbaicanceljyokeihene,販売取消除軽跳ね後数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbf001m / 算出値,kn_kei,外側SELECTで SUM(su_hanbaijyokei) - SUM(su_hanbaicanceljyokei) を算出。販売取消分では tbbf001m.kn_kei <> '1' の場合 su_hanbaicanceljyokei=1、それ以外は0。,軽区分を除外した正味の販売数。DDLおよびSQLの列名は `su_hanbaicanceljyokeihene` で、末尾が hane ではなく hene になっている点に注意。
