No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_hansya,`tbg7005m_3.cd_hansya` をそのまま取得,会計データ側の販社コード。`dx_ve.vbi013001_en` との INNER JOIN キー。GROUP BY対象。
2,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_kaisya,`tbg7005m_3.cd_kaisya` をそのまま取得,会計データ側の会社コード。`dx_ve.vbi013001_en` との INNER JOIN キー。GROUP BY対象。
3,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_tenpo,`tbg7005m_3.cd_tenpo` をそのまま取得,会計データ側の店舗コード。`dx_ve.vbi013001_en` との INNER JOIN キー。GROUP BY対象。
4,販社会社店舗コード,販社会社店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,"cd_hansya, cd_kaisya, cd_tenpo",`tbg7005m_3.cd_hansya || tbg7005m_3.cd_kaisya || tbg7005m_3.cd_tenpo` で連結,販社・会社・店舗を一意に表す連結キー。
5,当年上期期首残高,当年上期期首残高,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toyjkksy,`SUM(tbg7005m_3.ki_toyjkksy)` を集計,対象はSQL上、JST基準の当年度の前年、かつ勘定コード `cd_kanjyou = '10402  '` のデータ。カラム名は「当年」だが、SQL条件では前年年度を対象としているため要注意。
6,当年借方金額０１,当年借方金額０１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar01,`SUM(tbg7005m_3.ki_toykar01)` を集計,"前年年度の第01月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
7,当年借方金額０２,当年借方金額０２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar02,`SUM(tbg7005m_3.ki_toykar02)` を集計,"前年年度の第02月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
8,当年借方金額０３,当年借方金額０３,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar03,`SUM(tbg7005m_3.ki_toykar03)` を集計,"前年年度の第03月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
9,当年借方金額０４,当年借方金額０４,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar04,`SUM(tbg7005m_3.ki_toykar04)` を集計,"前年年度の第04月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
10,当年借方金額０５,当年借方金額０５,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar05,`SUM(tbg7005m_3.ki_toykar05)` を集計,"前年年度の第05月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
