No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_hansya,GROUP BY項目。`tbg7005m_3.cd_hansya` をそのまま出力,販社を識別するコード。
2,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_kaisya,GROUP BY項目。`tbg7005m_3.cd_kaisya` をそのまま出力,会社を識別するコード。
3,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_tenpo,GROUP BY項目。`tbg7005m_3.cd_tenpo` をそのまま出力,店舗を識別するコード。
4,販社会社店舗コード,販社会社店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,"cd_hansya, cd_kaisya, cd_tenpo",`cd_hansya || cd_kaisya || cd_tenpo`,販社コード・会社コード・店舗コードを連結した店舗識別キー。
5,当年上期期首残高,当年上期期首残高,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toyjkksy,`SUM(tbg7005m_3.ki_toyjkksy)`,店舗単位で集計した当年上期期首残高。
6,当年借方金額０１,当年借方金額０１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar01,`SUM(tbg7005m_3.ki_toykar01)`,店舗単位で集計した当年月別借方金額。
7,当年借方金額０２,当年借方金額０２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar02,`SUM(tbg7005m_3.ki_toykar02)`,店舗単位で集計した当年月別借方金額。
8,当年借方金額０３,当年借方金額０３,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar03,`SUM(tbg7005m_3.ki_toykar03)`,店舗単位で集計した当年月別借方金額。
9,当年借方金額０４,当年借方金額０４,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar04,`SUM(tbg7005m_3.ki_toykar04)`,店舗単位で集計した当年月別借方金額。
10,当年借方金額０５,当年借方金額０５,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar05,`SUM(tbg7005m_3.ki_toykar05)`,店舗単位で集計した当年月別借方金額。
11,当年借方金額０６,当年借方金額０６,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar06,`SUM(tbg7005m_3.ki_toykar06)`,店舗単位で集計した当年月別借方金額。
12,当年借方金額０７,当年借方金額０７,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar07,`SUM(tbg7005m_3.ki_toykar07)`,店舗単位で集計した当年月別借方金額。
13,当年借方金額０８,当年借方金額０８,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar08,`SUM(tbg7005m_3.ki_toykar08)`,店舗単位で集計した当年月別借方金額。
14,当年借方金額０９,当年借方金額０９,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar09,`SUM(tbg7005m_3.ki_toykar09)`,店舗単位で集計した当年月別借方金額。
15,当年借方金額１０,当年借方金額１０,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar10,`SUM(tbg7005m_3.ki_toykar10)`,店舗単位で集計した当年月別借方金額。
