No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_hansya,t201m.cd_hansya を取得し、最終SELECTで cd_hansya AS `販社コード` として出力,店舗マスタ側の販社コード。最終出力の店舗軸となる。
2,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_kaisya,t201m.cd_kaisya を取得し、最終SELECTで cd_kaisya AS `会社コード` として出力,店舗マスタ側の会社コード。店舗・ゾーン・指標集計との結合キー。
3,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_tenpo,t201m.cd_tenpo を取得し、最終SELECTで cd_tenpo AS `店舗コード` として出力,店舗を識別するコード。tbi999003m、tbv0047m、syame集計との結合キー。
4,車名,車名,STRING,有,なし,なし,なし,"集計サブクエリ syame（dx_ve.vbi022001, dx_ve.vbi022002, dx_ve.vbi022003）",kn_syame,vbi022001、vbi022002、vbi022003をUNION ALLした all_view を、表示対象車名マスタ tbi999009m で絞り込み後、cd_hansya・cd_kaisya・cd_tenpo・kn_syame・各日付単位で集計し、syame.kn_syame を出力,表示対象車名のみを出力。tbi999009m.kb_tenji = 1 かつ cd_ocsyamei が一致する車名に限定。
5,店舗名称,店舗名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,kj_tenpomei,t201m.kj_tenpomei を取得し、最終SELECTで kj_tenpomei AS `店舗名称` として出力,店舗マスタから取得する店舗名称。
6,店舗短縮名称,店舗短縮名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,kj_tentanms,t201m.kj_tentanms を取得し、最終SELECTで kj_tentanms AS `店舗短縮名称` として出力,店舗マスタから取得する店舗短縮名称。
7,ゾーンコード,ゾーンコード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0033m / ai21rep_ve_dx.tbv0047m,"cd_zon, kj_zonmei, cd_uczon",tbv0047mを店舗コードでLEFT JOINし、t047m.cd_uczon = t033m.cd_zon、t033m.kb_syohin = '2' でtbv0033mをLEFT JOIN。ゾーン名がNULLまたは空白除去後に空の場合は '999999'、ゾーンコードがNULLまたは空白除去後に空の場合は '999998'、それ以外は t033m.cd_zon を出力,"ゾーン未設定時の代替コードを付与する加工あり。空白判定には regexp_replace(..., '[ 　]+', '') を使用。"
8,ゾーン名称,ゾーン名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0033m,kj_zonmei,t033m.kj_zonmei を取得し、最終SELECTで kj_zonmei AS `ゾーン名称` として出力,店舗に紐づく中古車系ゾーン名称。tbv0033mは kb_syohin = '2' の条件で結合。
9,中古車受注実績,中古車受注実績,STRING,有,なし,なし,なし,dx_ve.vbi022001,su_jusya_jucyu,vbi022001の受注実績を all_view に取り込み、syameサブクエリで SUM(su_jusya_jucyu) を集計し、最終SELECTで su_jusya_jucyu AS `中古車受注実績` として出力,受注実績件数。vbi022002、vbi022003側では当該項目はNULLとしてUNIONされる。
10,中古車受注取消,中古車受注取消,STRING,有,なし,なし,なし,dx_ve.vbi022001,su_jusya_jucyu_torikesi,vbi022001の受注取消を all_view に取り込み、syameサブクエリで SUM(su_jusya_jucyu_torikesi) を集計し、最終SELECTで su_jusya_jucyu_torikesi AS `中古車受注取消` として出力,受注取消件数。
11,中古車受注合計,中古車受注合計,STRING,有,なし,なし,なし,dx_ve.vbi022001,su_jusya_jucyu_goukei,vbi022001の受注合計を all_view に取り込み、syameサブクエリで SUM(su_jusya_jucyu_goukei) を集計し、最終SELECTで su_jusya_jucyu_goukei AS `中古車受注合計` として出力,受注実績から受注取消を反映した合計値。算出元の詳細は vbi022001 側の定義に依存。
12,中古車受注残,中古車受注残,STRING,有,なし,なし,なし,dx_ve.vbi022001,su_jusya_jucyucan,vbi022001の受注残を all_view に取り込み、syameサブクエリで SUM(su_jusya_jucyucan) を集計し、最終SELECTで su_jusya_jucyucan AS `中古車受注残` として出力,受注残件数。
13,中古車販売実績,中古車販売実績,STRING,有,なし,なし,なし,dx_ve.vbi022002,su_jusya_hanbai,vbi022002の販売実績を all_view に取り込み、syameサブクエリで SUM(su_jusya_hanbai) を集計し、最終SELECTで su_jusya_hanbai AS `中古車販売実績` として出力,販売実績件数。vbi022001、vbi022003側では当該項目はNULLとしてUNIONされる。
14,中古車販売取消,中古車販売取消,STRING,有,なし,なし,なし,dx_ve.vbi022002,su_jusya_hanbai_torikesi,vbi022002の販売取消を all_view に取り込み、syameサブクエリで SUM(su_jusya_hanbai_torikesi) を集計し、最終SELECTで su_jusya_hanbai_torikesi AS `中古車販売取消` として出力,販売取消件数。
15,中古車販売合計,中古車販売合計,STRING,有,なし,なし,なし,dx_ve.vbi022002,su_jusya_hanbai_goukei,vbi022002の販売合計を all_view に取り込み、syameサブクエリで SUM(su_jusya_hanbai_goukei) を集計し、最終SELECTで su_jusya_hanbai_goukei AS `中古車販売合計` として出力,販売実績から販売取消を反映した合計値。算出元の詳細は vbi022002 側の定義に依存。
16,当月中古車販売,当月中古車販売,STRING,有,なし,なし,なし,dx_ve.vbi022002,su_jusya_hanbai_current,vbi022002の当月販売数を all_view に取り込み、syameサブクエリで SUM(su_jusya_hanbai_current) を集計し、最終SELECTで su_jusya_hanbai_current AS `当月中古車販売` として出力,JST基準の当月販売件数。算出元の詳細は vbi022002 側の定義に依存。
17,中古車販売見込み,中古車販売見込み,STRING,有,なし,なし,なし,dx_ve.vbi022003,su_jusya_hanbai_mikomi,vbi022003の販売見込みを all_view に取り込み、syameサブクエリで SUM(su_jusya_hanbai_mikomi) を集計し、最終SELECTで su_jusya_hanbai_mikomi AS `中古車販売見込み` として出力,販売見込み件数。vbi022001、vbi022002側では当該項目はNULLとしてUNIONされる。
18,受注日付,受注日付,STRING,有,なし,なし,なし,dx_ve.vbi022001,dd_date,vbi022001.dd_date を all_view で dd_jucyu として取り込み、syameサブクエリで dd_jucyu を保持し、最終SELECTで dd_jucyu AS `受注日付` として出力,受注系指標に対応する日付。販売系・見込み系のUNION行ではNULL。
19,中古車販売日付,中古車販売日付,STRING,有,なし,なし,なし,dx_ve.vbi022002,dd_date,vbi022002.dd_date を all_view で dd_jusya_hanbai として取り込み、syameサブクエリで dd_jusya_hanbai を保持し、最終SELECTで dd_jusya_hanbai AS `中古車販売日付` として出力,販売系指標に対応する日付。受注系・見込み系のUNION行ではNULL。
20,中古車見込み日付,中古車見込み日付,STRING,有,なし,なし,なし,dx_ve.vbi022003,dd_uriagyot,vbi022003.dd_uriagyot を all_view で dd_jusya_mikomi として取り込み、syameサブクエリで dd_jusya_mikomi を保持し、最終SELECTで dd_jusya_mikomi AS `中古車見込み日付` として出力,販売見込み系指標に対応する日付。受注系・販売系のUNION行ではNULL。
21,店舗ソート順,店舗ソート順,STRING,有,なし,なし,なし,dx_ve.tbi999003m / ai21rep_ve_dx.tbv0201m / ai21rep_ve_dx.tbv0033m,"mj_sortjyun, cd_tenpo, cd_zon","内側で RANK() OVER (PARTITION BY t201m.cd_hansya, t201m.cd_kaisya ORDER BY tbi999003m.mj_sortjyun, t201m.cd_tenpo) を mj_sortjyun として算出。最終SELECTで DENSE_RANK() OVER (PARTITION BY cd_hansya, cd_kaisya ORDER BY cd_zon, mj_sortjyun) を出力",会社内でゾーンコード、店舗表示順をもとに採番する店舗表示用ソート順。tbi999003m は mj_cyohyoid = '022'、kb_tenji = 1 の店舗に限定。
22,車名ソート順,車名ソート順,STRING,有,なし,なし,なし,dx_ve.tbi999009m / 集計サブクエリ syame,"mj_sortjyun, cd_ocsyamei, kn_syame","sort_car_tyuサブクエリで tbi999009m.kb_tenji = 1 の車名について、TRIM(kn_syame)単位で MIN(mj_sortjyun) を sort_tyu、MIN(cd_ocsyamei) を syamei_tyu として算出。最終SELECTで DENSE_RANK() OVER (PARTITION BY cd_hansya, cd_kaisya ORDER BY sort_tyu, syamei_tyu, kn_syame) を出力",会社内で車名表示順・車名コード・車名をもとに採番する車名表示用ソート順。提示SQLでは sort_car_tyu のサブクエリに `SELECT ON` と見える構文があり、実行時は構文確認が必要。
