No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,cd_hansya,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_hansya,tbbc017g.cd_hansya をそのまま取得,受注・登録データの販社コード。dx_ve.vbi013001_en との INNER JOIN キー。
2,cd_kaisya,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_kaisya,tbbc017g.cd_kaisya をそのまま取得,受注・登録データの会社コード。dx_ve.vbi013001_en との INNER JOIN キー。
3,cd_jytyuten,受注店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbg8014m,"cd_jytyuten, no_cyumon, no_min_denpyo","注文番号 no_cyumon の先頭3桁が 'TAD' かつ tbbc017g_2.no_min_denpyo が存在する場合は LEFT(no_min_denpyo, 3)、それ以外は tbbc017g.cd_jytyuten を設定",TAD注文の場合は売上入金系伝票の最小伝票番号から店舗コード相当を補正し、それ以外は受注店舗コードを使用。
4,cd_hansya_kaisya_jytyuten,販社会社受注店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbg8014m,"cd_hansya, cd_kaisya, cd_jytyuten, no_cyumon, no_min_denpyo","TAD注文かつ no_min_denpyo が存在する場合は cd_hansya || cd_kaisya || LEFT(no_min_denpyo, 3)、それ以外は cd_hansya || cd_kaisya || cd_jytyuten を設定",販社・会社・受注店舗を連結した店舗識別コード。TAD注文では補正後店舗コードを使用。
5,su_jucyu,受注台数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,dd_jucyu,MONTH(tbbc017g.dd_jucyu) が JST基準の当月と一致する場合は 1、それ以外は 0 を設定,当月受注を表すフラグ/台数。SQL上は 1/0 の数値式だがDDL上はSTRING。
6,su_uketuke,登録台数（要確認）,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,dd_touroku,SQLでは MONTH(tbbc017g.dd_touroku) が JST基準の当月と一致する場合は 1、それ以外は 0 を設定し、列名 su_touroku として出力,DDL上の列名は su_uketuke だが、提示SQLのCTASでは su_touroku として出力されているため要確認。下流の vbi013004 では su_touroku を登録台数として参照。
7,no_trade_in_vehicles_registered_this_month,当月登録内下取車なし,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, su_sitadori",当月登録かつ tbbc020g.su_sitadori = 0 の場合は 1、それ以外は 0 を設定,当月登録車両のうち下取車がないものを判定するフラグ/件数。
8,currently_registered_but_uncollected_cases,現在登録済未回収件数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"dd_touroku, dd_urikzumi",dd_touroku IS NOT NULL かつ dd_urikzumi IS NULL の場合は 1、それ以外は 0 を設定,登録済みで売上済日が未設定の未回収件数。
9,currently_registered_uncollected_amount,現在登録済未回収金額,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, dd_urikzumi, ki_haseirui, ki_genknykg, ki_sitanykg, ki_fuharnyk",登録済みかつ未回収の場合、tbbc020g.ki_haseirui - tbbc020g.ki_genknykg - tbbc020g.ki_sitanykg - tbbc020g.ki_fuharnyk を設定。それ以外は 0,現在登録済みで未回収の金額。SQL上は金額計算式だがDDL上はSTRING。
10,registered_but_uncollected_items_from_the_previous_month,前月登録済未回収件数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"dd_touroku, dd_urikzumi","登録済みかつ未回収で、TRUNC(dd_touroku,'month') が JST基準の前月と一致する場合は 1、それ以外は 0 を設定",前月登録済みで未回収の件数。
11,uncollected_amount_registered_in_the_previous_month,前月登録済未回収金額,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, dd_urikzumi, ki_haseirui, ki_genknykg, ki_sitanykg, ki_fuharnyk",登録済みかつ未回収で、登録月がJST基準の前月の場合、未回収金額を設定。それ以外は 0,前月登録済みで未回収の金額。
12,uncollected_cases_registered_two_months_prior,前々月以前登録済未回収件数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"dd_touroku, dd_urikzumi",登録済みかつ未回収で、登録月がJST基準の前月より前の場合は 1、それ以外は 0 を設定,前々月以前に登録済みで未回収の件数。年単位・月単位のTRUNC比較で判定。
13,uncollected_amount_registered_two_months_prior,前々月以前登録済未回収金額,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, dd_urikzumi, ki_haseirui, ki_genknykg, ki_sitanykg, ki_fuharnyk",登録済みかつ未回収で、登録月がJST基準の前月より前の場合、未回収金額を設定。それ以外は 0,前々月以前に登録済みで未回収の金額。
14,su_pieces,件数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"dd_touroku, dd_urikzumi",dd_touroku IS NOT NULL かつ dd_urikzumi IS NULL の場合は 1、それ以外は NULL を設定,未回収対象の件数集計用項目。後続集計で SUM 対象になる想定。
15,su_amount,金額,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, dd_urikzumi, ki_haseirui, ki_genknykg, ki_sitanykg, ki_fuharnyk",登録済みかつ未回収の場合、(ki_haseirui - ki_genknykg - ki_sitanykg - ki_fuharnyk) / 1000 を設定。それ以外は NULL,未回収対象の金額集計用項目。SQL上は1000で除算されている。
16,mj_sortjyun,ソート順,STRING,有,なし,なし,なし,dx_ve.vbi013001_en,mj_sortjyun,vbi013001.mj_sortjyun を取得,店舗・ゾーンマスタ側で生成済みの表示順。補正後の店舗コードで vbi013001_en と INNER JOIN した結果を使用。
