No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,cd_hansya,販社コード,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",cd_hansya,c001g t の t.cd_hansya をそのまま出力。c001gは3テーブルをUNION ALL後、cd_hansya・cd_kaisya・NO_SYADAIBA単位でRANK()により優先順位1位を採用,販社を識別するコード。c001g作成時点で型式条件、取消なし、KB_SIIRE LIKE '3%' に限定。
2,kj_kaisyatn,会社名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0200m,kj_kaisyatn,t200m.kj_kaisyatn をそのまま出力。t.cd_hansya、t.cd_kaisya で会社マスタをLEFT JOIN,会社マスタから取得する会社名称。LEFT JOINのため、マスタに該当がない場合はNULLになり得る。
3,cd_hanbaitn,販売店コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0200m,cd_hanbaitn,t200m.cd_hanbaitn をそのまま出力。t.cd_hansya、t.cd_kaisya で会社マスタをLEFT JOIN,会社マスタから取得する販売店コード。
4,cd_kaisya,会社コード,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",cd_kaisya,c001g t の t.cd_kaisya をそのまま出力,会社を識別するコード。各参照テーブルとの結合キー。
5,kj_tenpomei,店舗名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,kj_tenpomei,t201m.kj_tenpomei をそのまま出力。t.cd_hansya、t.cd_kaisya、t.CD_SITADOTE = t201m.cd_tenpo で店舗マスタをLEFT JOIN,仕入/在庫側の店舗コードに紐づく店舗名称。
6,NO_SYADAIBA,車台番号,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",NO_SYADAIBA,c001g t の t.NO_SYADAIBA をそのまま出力,中古在庫/仕入側の車台番号。tbtec05gとは RTRIM(c05g.NO_SYADAI) = RTRIM(t.NO_SYADAIBA) で結合。
7,MJ_KATASIKI,型式,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",MJ_KATASIKI,c001g t の t.MJ_KATASIKI をそのまま出力。WHERE句およびc001g作成時点で LOWER(MJ_KATASIKI) LIKE '%xeam10%' OR LOWER(MJ_KATASIKI) LIKE '%yeam15%' に限定,抽出対象車両の型式。
8,KJ_SITAMEIG,下取/仕入名義,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",KJ_SITAMEIG,c001g t の t.KJ_SITAMEIG をそのまま出力,下取/仕入側の名義情報。項目名からの解釈であり、詳細な業務定義はSQL内に記載なし。
9,MJ_FURUSYAM,古車名,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",MJ_FURUSYAM,c001g t の t.MJ_FURUSYAM をそのまま出力,中古車/仕入車両側の車名。
10,KB_SIIRE,仕入区分,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",KB_SIIRE,c001g t の t.KB_SIIRE をそのまま出力。c001g作成時点およびWHERE句で KB_SIIRE LIKE '3%' に限定,仕入区分。コード値の詳細定義はSQL内に記載なし。
11,DD_KEIRIKEI,経理計上日,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",DD_KEIRIKEI,c001g t の t.DD_KEIRIKEI をそのまま出力,中古在庫/仕入側の経理計上日。
12,DD_SIRETORO,仕入登録日,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",DD_SIRETORO,c001g t の t.DD_SIRETORO をそのまま出力,中古在庫/仕入側の仕入登録日。
13,DD_SIREJYTY,仕入受注日,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",DD_SIREJYTY,c001g t の t.DD_SIREJYTY をそのまま出力,中古在庫/仕入側の仕入受注日。論理名はカラム名からの解釈。
14,CD_SYOYUSYA,所有者コード,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",CD_SYOYUSYA,c001g t の t.CD_SYOYUSYA をそのまま出力,中古在庫/仕入側の所有者コード。
15,KJ_SAISSYYU,最終所有者名,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",KJ_SAISSYYU,c001g t の t.KJ_SAISSYYU をそのまま出力,中古在庫/仕入側の最終所有者名。
16,min_non_null_date_zaiko,在庫関連最小非NULL日付,STRING,有,なし,なし,なし,"CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）","DD_SIIRE, DD_KEIRIKEI, DD_SIREJYTY, DD_SIRETORO, DT_SAISINUP","NULLIF(LEAST(COALESCE(t.DD_SIIRE, DATE '9999-12-31'), COALESCE(t.DD_KEIRIKEI, DATE '9999-12-31'), COALESCE(t.DD_SIREJYTY, DATE '9999-12-31'), COALESCE(t.DD_SIRETORO, DATE '9999-12-31'), COALESCE(t.DT_SAISINUP, DATE '9999-12-31')), DATE '9999-12-31')",在庫関連の日付5項目のうち、NULLを除いた最小日付を算出。全項目NULLの場合はNULLを返す。DDL上はSTRING。
17,NO_SYADAIBA_shinsya,車台番号（新車）,STRING,有,なし,なし,なし,"CTE a001g（ai21rep_ve_dx.tbba001g, ai21rep_ve_dx.tbba085g, ai21rep_ve_dx.tbba108g）",NO_SYADAIBA,a001g.NO_SYADAIBA をそのまま出力。a001gは3テーブルをUNION ALL後、cd_hansya・cd_kaisya・no_cyumon・no_cyumoned単位でRANK()により優先順位1位を採用,新車受注側の車台番号。a001gは登録日が '2025-8-27' 以上 '2028-4-1' 未満またはNULLのレコードに限定。
18,kj_meigime1_shinsya,名義名1（新車）,STRING,有,なし,なし,なし,"CTE a001g（ai21rep_ve_dx.tbba001g, ai21rep_ve_dx.tbba085g, ai21rep_ve_dx.tbba108g）",KJ_MEIGIME1,a001g.KJ_MEIGIME1 をそのまま出力,新車受注側の名義名1。
19,dd_jucyu_shinsya,受注日（新車）,STRING,有,なし,なし,なし,"CTE a001g（ai21rep_ve_dx.tbba001g, ai21rep_ve_dx.tbba085g, ai21rep_ve_dx.tbba108g）",DD_JUCYU,a001g.DD_JUCYU をそのまま出力,新車受注側の受注日。
20,dd_touroku_shinsya,登録日（新車）,STRING,有,なし,なし,なし,"CTE a001g（ai21rep_ve_dx.tbba001g, ai21rep_ve_dx.tbba085g, ai21rep_ve_dx.tbba108g）",DD_TOUROKU,a001g.DD_TOUROKU をそのまま出力。a001g作成時点で DD_TOUROKU >= '2025-8-27' AND DD_TOUROKU < '2028-4-1' OR DD_TOUROKU IS NULL の条件を適用,新車受注側の登録日。
21,mj_katasiki_shinsya,型式（新車）,STRING,有,なし,なし,なし,"CTE a001g（ai21rep_ve_dx.tbba001g, ai21rep_ve_dx.tbba085g, ai21rep_ve_dx.tbba108g）",MJ_HANTENKT,a001g.MJ_HANTENKT を mj_katasiki_shinsya として出力。対象車種条件の一部で XEAM11 または XEAM15 判定にも使用,出力名は新車側の型式だが、元カラムは MJ_HANTENKT。
22,no_cyumon_shinsya,注文番号（新車）,STRING,有,なし,なし,なし,"CTE a001g（ai21rep_ve_dx.tbba001g, ai21rep_ve_dx.tbba085g, ai21rep_ve_dx.tbba108g）",NO_CYUMON,a001g.NO_CYUMON をそのまま出力。a051gとは NO_CYUMON、NO_CYUMONED で結合,新車受注側の注文番号。
