No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_hansya,t201m.cd_hansya をそのまま設定。,販社単位の識別コード。帳票ID '016'、表示対象 kb_tenji = 1 の店舗に紐づく受注が対象。
2,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_kaisya,t201m.cd_kaisya をそのまま設定。,会社単位の識別コード。
3,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_tenpo,t201m.cd_tenpo をそのまま設定。,店舗単位の識別コード。
4,ソート順,店舗表示ソート順,STRING,有,なし,なし,なし,dx_ve.tbi999003m（sort_sub） / ai21rep_ve_dx.tbv0201m / ai21rep_ve_dx.tbv0033m,mj_sortjyun / kj_tentanms / cd_tenpo / kj_zonmei,"RANK() OVER (PARTITION BY t201m.cd_hansya, t201m.cd_kaisya ORDER BY IF(NVL(tbv0033m.kj_zonmei,'') = '', 0, 1), tbv0033m.kj_zonmei, sort_sub.mj_sortjyun, t201m.cd_tenpo) で採番。",ゾーン名称ありを後ろにし、ゾーン名称、店舗表示順、店舗コードで並べる。sort_sub は店舗短縮名称単位で tbi999003m.mj_sortjyun の最小値を取得する意図。
5,車名ソート順,車名表示ソート順,STRING,有,なし,なし,なし,dx_ve.tbi999008m（sort_car） / ai21rep_ve_dx.tbbf001m,mj_sortjyun / cd_ncsyamei / kj_kurumame,"RANK() OVER (PARTITION BY t201m.cd_hansya, t201m.cd_kaisya ORDER BY sort_car.mj_sortjyun, sort_car.cd_ncsyamei) で採番。",表示対象 kb_tenji = 1 の新車車名マスタを使用。sort_car は車名単位で mj_sortjyun と cd_ncsyamei の最小値を取得する意図。
6,店舗短縮名称,店舗短縮名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,kj_tentanms,t201m.kj_tentanms をそのまま設定。,店舗の短縮名称。
7,ゾーンコード,ゾーンコード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0047m / ai21rep_ve_dx.tbv0033m,cd_nczon / cd_zon / kj_zonmei,tbv0047m.cd_nczon で tbv0033m を参照。tbv0033m.cd_zon と tbv0033m.kj_zonmei のNULL/空白状態に応じて、両方空なら '999999'、ゾーンコード空かつゾーン名称ありなら '999998'、ゾーン名称空なら '999999'、それ以外は tbv0033m.cd_zon を設定。,"空白判定は regexp_replace(..., '[ 　]+', '') を使用。tbv0033m.kb_syohin = '1' が対象。"
8,ゾーン名称,ゾーン名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0033m,kj_zonmei,tbv0033m.kj_zonmei をそのまま設定。,ゾーンコードに紐づくゾーン名称。
9,注文ＮＯ,注文番号,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,no_cyumon,tbba001g.no_cyumon をそのまま設定。,受注・注文を識別する番号。注文枝番 no_cyumoned はJOIN条件では使用されるが、出力対象ではない。
10,新車車名,新車車名,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbf001m,kj_kurumame,受注情報 tbba001g から仕様情報 tbbf008m を経由して tbbf001m を参照し、tbbf001m.kj_kurumame を設定。,dx_ve.tbi999008m に表示対象 kb_tenji = 1 として存在する車名のみ対象。
