No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_hansya,t201m.cd_hansya をそのまま出力,店舗マスタ側の販社コード
2,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_kaisya,t201m.cd_kaisya をそのまま出力,店舗マスタ側の会社コード
3,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_tenpo,t201m.cd_tenpo をそのまま出力,店舗マスタ側の店舗コード
4,販社会社店舗,販社会社店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,"cd_hansya, cd_kaisya, cd_tenpo","CONCAT(t201m.cd_hansya, t201m.cd_kaisya, t201m.cd_tenpo)",販社コード・会社コード・店舗コードを連結した店舗識別キー
5,TAD販売実績,TAD販売実績,STRING,有,なし,なし,なし,集計サブクエリ ucar（主: ai21rep_ve_dx.tbbc017g）,"kb_uriage, calflg","NVL(ucar.TAD販売実績, 0)。ucar内で SUM(CASE WHEN 売上区分 = '14' THEN Ucar販売数 ELSE 0 END)。Ucar販売数は SUM(calflg)",UCar系売上区分 '14' をTADとして集計。売上/取消は calflg(+1/-1) で正味化
6,TAD下取数,TAD下取数,STRING,有,なし,なし,なし,集計サブクエリ ucar（主: ai21rep_ve_dx.tbba003g）,"kb_uriage, Ucar下取数, calflg","NVL(ucar.TAD下取数, 0)。ucar内で SUM(CASE WHEN 売上区分 = '14' THEN Ucar下取数 ELSE 0 END)。Ucar下取数は SUM(CASE WHEN tbba003g_1.Ucar下取数 > 0 THEN calflg ELSE 0 END)",UCar系売上区分 '14' のうち下取ありを集計。tbba003g_1 は tbba003g を kb_sincyu = '2' で絞り、注文番号・枝番単位にCOUNTした下取判定
7,TAD入会数,TAD入会数,STRING,有,なし,なし,なし,集計サブクエリ ucar（主: ai21rep_ve_dx.tbbc020g）,"kb_uriage, kb_mntpkkei, calflg","NVL(ucar.TAD入会数, 0)。ucar内で SUM(CASE WHEN 売上区分 = '14' THEN UCar入会数 ELSE 0 END)。UCar入会数は SUM(CASE WHEN NVL(REPLACE(REPLACE(tbbc020g.kb_mntpkkei, '　', ''), ' ', ''),'') <> '' THEN calflg ELSE 0 END)",UCar系売上区分 '14' のうちメンテパック系区分が空でないレコードを入会として集計
8,Ucar下取数,UCar下取数,STRING,有,なし,なし,なし,集計サブクエリ ucar（主: ai21rep_ve_dx.tbba003g）,"kb_uriage, Ucar下取数, calflg","NVL(ucar.Ucar下取数, 0)。ucar内で SUM(CASE WHEN 売上区分 = '11' THEN Ucar下取数 ELSE 0 END)。Ucar下取数は SUM(CASE WHEN tbba003g_1.Ucar下取数 > 0 THEN calflg ELSE 0 END)",売上区分 '11' のUCar小売に対する下取数。tbba003g_1 は kb_sincyu = '2' の下取データから作成
9,UCar買取数,UCar買取数,STRING,有,なし,なし,なし,集計サブクエリ ucar（主: ai21rep_ve_dx.tbbc001g）,"kb_siire, calflg","NVL(ucar.UCar買取数, 0)。ucar内で SUM(UCar買取数)。内側では SUM(CASE WHEN TBBC001G.kb_siire LIKE '3%' THEN calflg ELSE 0 END) により算出",仕入区分 kb_siire が '3%' に該当するものをUCar買取として集計。売上区分別ではなく店舗単位で合算
10,UCar入会数,UCar入会数,STRING,有,なし,なし,なし,集計サブクエリ ucar（主: ai21rep_ve_dx.tbbc020g）,"kb_uriage, kb_mntpkkei, calflg","NVL(ucar.UCar入会数, 0)。ucar内で SUM(CASE WHEN 売上区分 = '11' THEN UCar入会数 ELSE 0 END)。UCar入会数は SUM(CASE WHEN NVL(REPLACE(REPLACE(tbbc020g.kb_mntpkkei, '　', ''), ' ', ''),'') <> '' THEN calflg ELSE 0 END)",売上区分 '11' のUCar小売に対する入会数。メンテパック系区分 kb_mntpkkei が空でない場合を入会として判定
11,UCar小売,UCar小売販売数,STRING,有,なし,なし,なし,集計サブクエリ ucar（主: ai21rep_ve_dx.tbbc017g）,"kb_uriage, calflg","NVL(ucar.UCar小売, 0)。ucar内で SUM(CASE WHEN 売上区分 = '11' THEN Ucar販売数 ELSE 0 END)。Ucar販売数は SUM(calflg)",売上区分 '11' をUCar小売として集計。売上/取消は calflg(+1/-1) で正味化
12,UCar卸,UCar卸販売数,STRING,有,なし,なし,なし,集計サブクエリ ucar（主: ai21rep_ve_dx.tbbc017g）,"kb_uriage, calflg","NVL(ucar.UCar卸, 0)。ucar内で SUM(CASE WHEN 売上区分 = '20' THEN Ucar販売数 ELSE 0 END)。Ucar販売数は SUM(calflg)",売上区分 '20' をUCar卸として集計。売上/取消は calflg(+1/-1) で正味化
