No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,cd_hansya,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_hansya,受注側・取消側のUNION結果から cd_hansya をそのまま取得。最終SELECTでGROUP BY対象。,販社を識別するコード。tbbf008m、tbbf001mとの結合条件にも使用。DDL上はNOT NULL指定なし。
2,cd_kaisya,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_kaisya,受注側・取消側のUNION結果から cd_kaisya をそのまま取得。最終SELECTでGROUP BY対象。,会社を識別するコード。tbbf008m、tbbf001mとの結合条件にも使用。DDL上はNOT NULL指定なし。
3,cd_tenpo,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_tenpo,受注側・取消側のUNION結果から cd_tenpo をそのまま取得。最終SELECTでGROUP BY対象。,店舗を識別するコード。店舗・日付・車名単位の集計キー。DDL上はNOT NULL指定なし。
4,dd_date,集計日付,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,dd_jucyuke / dd_torikesi,受注側では tg.dd_jucyuke、取消側では tg.dd_torikesi を dd_date としてUNION ALLし、最終SELECTで CAST(to_date(dd_date) AS DATE) に変換。GROUP BYでは to_date(dd_date) を使用。,受注計上日または取消日を同じ日付項目として扱う集計日付。SQL上はDATE型に変換されるが、定義書ではDDLおよび方針に合わせてSTRINGとする。
5,cd_ncsyamei,新車車名コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbf001m,cd_ncsyamei,tbba001gをtbbf008mにLEFT JOINし、さらにtbbf008m.mj_syamei = tbbf001m.cd_ncsyameiでtbbf001mをLEFT JOINして取得。最終SELECTでGROUP BY対象。,新車の車名コード。tbbf008mはkb_spec = 'G' 条件で結合。該当マスタがない場合はNULLになり得る。
6,kn_syame,カナ車名,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbf001m,kn_syame,"UPPER(NVL(tbbf001m.kn_syame, '')) により、NULLを空文字に置換したうえで大文字化して取得。最終SELECTでGROUP BY対象。",車名のカナ表記。マスタ未紐付けまたはNULLの場合は空文字になる。
7,su_sinsya_jucyu,新車受注台数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,dd_jucyuke,受注側サブクエリで tg.dd_jucyuke IS NOT NULL の場合1、それ以外0を設定。取消側は0。最終SELECTで NULLIFZERO(SUM(su_sinsya_jucyu)) を算出。,"新車受注件数の集計値。tg.kb_haraidas NOT IN ('00','40')、dd_jucyukeがNULLでない、かつ受注計上月がJST現在日の前月以降のデータが対象。SQL上は数値集計だが、定義書ではDDLに合わせてSTRINGとする。"
8,su_sinsya_jucyu_torikesi,新車受注取消台数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,dd_torikesi,取消側サブクエリで tg.dd_torikesi IS NOT NULL の場合1、それ以外0を設定。受注側は0。最終SELECTで NULLIFZERO(SUM(su_sinsya_jucyu_torikesi)) を算出。,"新車受注取消件数の集計値。tg.kb_haraidas NOT IN ('00','40')、dd_torikesiがNULLでない、かつ取消月がJST現在日の前月以降のデータが対象。SQL上は数値集計だが、定義書ではDDLに合わせてSTRINGとする。"
9,su_sinsya_jucyu_goukei,新車受注合計台数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,dd_jucyuke / dd_torikesi,NULLIFZERO(SUM(su_sinsya_jucyu) - SUM(su_sinsya_jucyu_torikesi)) により、新車受注台数から新車受注取消台数を差し引いて算出。,受注と取消を相殺した差引の新車受注合計台数。結果が0の場合はNULLIFZEROによりNULLになる想定。SQL上は数値集計だが、定義書ではDDLに合わせてSTRINGとする。
10,su_sinsya_jucyucan,新車受注未登録台数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,dd_jucyuke / dd_touroku,受注側サブクエリで tg.dd_jucyuke IS NOT NULL かつ tg.dd_touroku IS NULL の場合1、それ以外0を設定。取消側は0。最終SELECTで NULLIFZERO(SUM(su_sinsya_jucyucan)) を算出。,受注済みだが登録日が未設定の台数と読み取れる集計値。正式な業務名称はSQLだけでは断定できないため、ここでは未登録台数として整理。SQL上は数値集計だが、定義書ではDDLに合わせてSTRINGとする。
