No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_hansya,t001g.cd_hansya をそのまま出力。,販社を識別するコード。dx_ve.vbi002001_en と販社・会社・店舗コードでINNER JOINされる。
2,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_kaisya,t001g.cd_kaisya をそのまま出力。,会社を識別するコード。
3,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_tenpo,t001g.cd_tenpo をそのまま出力。,店舗を識別するコード。
4,注文ＮＯ,注文NO,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,no_cyumon,t001g.no_cyumon をそのまま出力。,注文番号。
5,注文枝番,注文枝番,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,no_cyumoned,TRIM(t001g.no_cyumoned) を出力。,注文番号の枝番。前後空白を除去して出力。
6,pk_販社会社注文no枝番,PK_販社会社注文NO枝番,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,"cd_hansya, cd_kaisya, no_cyumon, no_cyumoned","CONCAT(t001g.cd_hansya, t001g.cd_kaisya, t001g.no_cyumon, TRIM(t001g.no_cyumoned)) により連結。",販社・会社・注文NO・注文枝番を連結した注文単位の識別キー。DDL上は主キー制約なし。
7,販社会社店舗コード,販社会社店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,"cd_hansya, cd_kaisya, cd_tenpo","CONCAT(t001g.cd_hansya, t001g.cd_kaisya, t001g.cd_tenpo) により連結。",販社・会社・店舗を連結した店舗識別コード。
8,店舗略称,店舗略称,STRING,有,なし,なし,なし,dx_ve.vbi002001_en,kj_tentanms,v2001.kj_tentanms をそのまま出力。,店舗マスタ由来の店舗略称。
9,エリア統括部,エリア統括部,STRING,有,なし,なし,なし,dx_ve.vbi002001_en,zone_name_abbreviation,v2001.zone_name_abbreviation をそのまま出力。,店舗が属するエリア統括部・ゾーン名略相当。
10,ゾーンコード,ゾーンコード,STRING,有,なし,なし,なし,dx_ve.vbi002001_en,cd_zon,v2001.cd_zon をそのまま出力。,ゾーンを識別するコード。
