No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_hansya,`tbg7005m_3.cd_hansya` をそのまま取得,会計データ側の販社コード。`dx_ve.vbi013001_en` との INNER JOIN キー。GROUP BY対象。
2,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_kaisya,`tbg7005m_3.cd_kaisya` をそのまま取得,会計データ側の会社コード。`dx_ve.vbi013001_en` との INNER JOIN キー。GROUP BY対象。
3,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_tenpo,`tbg7005m_3.cd_tenpo` をそのまま取得,会計データ側の店舗コード。`dx_ve.vbi013001_en` との INNER JOIN キー。GROUP BY対象。
4,販社会社店舗コード,販社会社店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,"cd_hansya, cd_kaisya, cd_tenpo",`tbg7005m_3.cd_hansya || tbg7005m_3.cd_kaisya || tbg7005m_3.cd_tenpo` で連結,販社・会社・店舗を一意に表す連結キー。
5,当年借方金額０１,当年借方金額０１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar01,`SUM(tbg7005m_3.ki_toykar01)` を集計,"第01月次の借方金額合計。SQLでは `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1` のため、カラム名は「当年」だが対象年度はJST基準の当年度の前年。勘定コードは `50301  `〜`50303  ` が対象。"
6,当年借方金額０２,当年借方金額０２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar02,`SUM(tbg7005m_3.ki_toykar02)` を集計,"第02月次の借方金額合計。SQLでは `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1` のため、カラム名は「当年」だが対象年度はJST基準の当年度の前年。勘定コードは `50301  `〜`50303  ` が対象。"
7,当年借方金額０３,当年借方金額０３,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar03,`SUM(tbg7005m_3.ki_toykar03)` を集計,"第03月次の借方金額合計。SQLでは `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1` のため、カラム名は「当年」だが対象年度はJST基準の当年度の前年。勘定コードは `50301  `〜`50303  ` が対象。"
8,当年借方金額０４,当年借方金額０４,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar04,`SUM(tbg7005m_3.ki_toykar04)` を集計,"第04月次の借方金額合計。SQLでは `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1` のため、カラム名は「当年」だが対象年度はJST基準の当年度の前年。勘定コードは `50301  `〜`50303  ` が対象。"
9,当年借方金額０５,当年借方金額０５,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar05,`SUM(tbg7005m_3.ki_toykar05)` を集計,"第05月次の借方金額合計。SQLでは `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1` のため、カラム名は「当年」だが対象年度はJST基準の当年度の前年。勘定コードは `50301  `〜`50303  ` が対象。"
10,当年借方金額０６,当年借方金額０６,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar06,`SUM(tbg7005m_3.ki_toykar06)` を集計,"第06月次の借方金額合計。SQLでは `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1` のため、カラム名は「当年」だが対象年度はJST基準の当年度の前年。勘定コードは `50301  `〜`50303  ` が対象。"
