No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_hansya,tbbc017g.cd_hansya をそのまま取得,受注・登録データの販社コード。dx_ve.vbi013001_en との INNER JOIN キーにも使用。
2,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_kaisya,tbbc017g.cd_kaisya をそのまま取得,受注・登録データの会社コード。dx_ve.vbi013001_en との INNER JOIN キーにも使用。
3,販社会社店舗コード,販社会社店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbg8014m,"cd_hansya, cd_kaisya, cd_jytyuten, no_cyumon, no_cyumoned, no_denpyo","注文番号 no_cyumon の先頭3桁が 'TAD' かつサブクエリ tbbc017g_1.no_min_denpyo が存在する場合は cd_hansya || cd_kaisya || LEFT(no_min_denpyo, 3)、それ以外は cd_hansya || cd_kaisya || cd_jytyuten を設定",TAD注文の場合、tbg8014m の最小伝票番号から店舗コード相当を補正して販社会社店舗コードを生成。補正後店舗コードで vbi013001_en と INNER JOIN する。
4,登録済件数,登録済件数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"dd_touroku, dd_urikzumi",dd_touroku がNULLでなく、JST基準の前月末日以前、かつ dd_urikzumi が当月月初日以降またはNULLの場合は 1、それ以外は 0 を設定,前月末時点までに登録済みで、当月以降に売上済または未売上の対象を判定するフラグ/件数。SQL上は 1/0 の数値式だがDDL上はSTRING。
5,下取車なし総件数,下取車なし総件数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, dd_urikzumi, su_sitadori","COALESCE(tbbc020g.su_sitadori, 0) = 0 かつ登録済件数と同じ日付条件を満たす場合は 1、それ以外は 0 を設定",登録済件数のうち、下取車数が0またはNULLの対象を判定するフラグ/件数。
6,未回収総件数,未回収総件数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, dd_urikzumi, ki_haseirui, ki_genknykg, ki_sitanykg, ki_fuharnyk",dd_touroku がNULLでなく前月末日以前、dd_urikzumi がNULL、かつ (ki_haseirui - ki_genknykg - ki_sitanykg - ki_fuharnyk) != 0 の場合は 1、それ以外は 0 を設定,前月末以前に登録済みで売上済日が未設定、かつ未回収金額が残っている対象の件数フラグ。
7,未回収金額,未回収金額,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, dd_urikzumi, ki_haseirui, ki_genknykg, ki_sitanykg, ki_fuharnyk",未回収総件数と同じ条件を満たす場合は ki_haseirui - ki_genknykg - ki_sitanykg - ki_fuharnyk を設定し、それ以外は 0 を設定,DDL上のカラム名は『未回収金額』だが、提示SQLの別名は『未回収総金額』になっているため要確認。金額は発生類計から現金入金・下取入金・不払入金を差し引いて算出。
8,未回収現金総件数,未回収現金総件数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, dd_urikzumi, ki_genkhasg, ki_genknykg",dd_touroku がNULLでなく前月末日以前、dd_urikzumi がNULL、かつ (ki_genkhasg - ki_genknykg) != 0 の場合は 1、それ以外は 0 を設定,未回収のうち現金部分の未回収が残っている対象の件数フラグ。
9,未回収現金総金額,未回収現金総金額,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, dd_urikzumi, ki_genkhasg, ki_genknykg",未回収現金総件数と同じ条件を満たす場合は ki_genkhasg - ki_genknykg を設定し、それ以外は 0 を設定,未回収のうち現金部分の未回収金額。SQL上は金額計算式だがDDL上はSTRING。
10,未回収下取総件数,未回収下取総件数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, dd_urikzumi, ki_sitahasg, ki_sitanykg",dd_touroku がNULLでなく前月末日以前、dd_urikzumi がNULL、かつ (ki_sitahasg - ki_sitanykg) != 0 の場合は 1、それ以外は 0 を設定,未回収のうち下取部分の未回収が残っている対象の件数フラグ。
11,未回収下取総金額,未回収下取総金額,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, dd_urikzumi, ki_sitahasg, ki_sitanykg",未回収下取総件数と同じ条件を満たす場合は ki_sitahasg - ki_sitanykg を設定し、それ以外は 0 を設定,未回収のうち下取部分の未回収金額。SQL上は金額計算式だがDDL上はSTRING。
12,登録済未納車件数,登録済未納車件数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"dd_touroku, dd_urikzumi, dd_nosya",dd_touroku がNULLでなく前月末日以前、dd_urikzumi が当月月初日以降またはNULL、かつ dd_nosya がNULLの場合は 1、それ以外は 0 を設定,前月末以前に登録済みで、当月以降売上済または未売上、かつ納車日が未設定の対象を判定するフラグ/件数。
