No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,cd_hansya,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_hansya,内側サブクエリで tg.cd_hansya を取得し、外側で GROUP BY 項目としてそのまま出力,販社を識別するコード。販売日側・売上取消日側の両方のUNIONデータで共通して出力。
2,cd_kaisya,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_kaisya,内側サブクエリで tg.cd_kaisya を取得し、外側で GROUP BY 項目としてそのまま出力,会社を識別するコード。tbbc001g、tbg8006m、tbv0232mとの結合にも使用。
3,cd_tenpo,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_jytyuten,内側サブクエリで tg.cd_jytyuten を取得し、外側SELECTで cd_jytyuten AS cd_tenpo として出力,受注/販売店舗を表す店舗コード。元カラム名は cd_jytyuten。
4,cd_ncsyamei,新車車名コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc001g,"mj_21syamek, mj_21syasyu, mj_21syamak, no_21syaren, mj_21syanin","tbbc001gを tg.cd_hansya、tg.cd_kaisya、tg.no_syaryou でLEFT JOINし、CONCAT(NVL(mj_21syamek,''), NVL(mj_21syasyu,''), NVL(mj_21syamak,''), NVL(no_21syaren,''), NVL(mj_21syanin,'')) を作成",車名マスタ tbv0232m との結合キーにも使用。
5,kn_syame,車名,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0232m,mj_syamei,"tbv0232mを cd_hansya、cd_kaisya、cd_syamei = cd_ncsyamei相当の連結値 でLEFT JOINし、UPPER(NVL(tbv0232m.mj_syamei, '')) を出力",車名マスタから取得した車名を大文字化して出力。マスタ未該当時は空文字になる。
6,dd_date,集計日付,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbg8006m,"dd_uriagekj, dd_uritorik, dd_uriage","販売日側は ft8006.dd_uriage がNULLの場合 tg.dd_uriagekj、存在する場合 TO_TIMESTAMP(CAST(ft8006.dd_uriage AS STRING), 'yyyyMMdd') を dd_date に設定。取消日側は tg.dd_uritorik を dd_date に設定。外側で CAST(TO_DATE(dd_date) AS DATE) を出力",DDL上はSTRINGだが、SQL上はDATE型へ変換している。販売実績行は売上計上日またはtbg8006mの売上日、取消行は売上取消日を集計日付として扱う。
7,su_jusya_hanbai,受車販売数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"dd_uriagekj, dd_torikesi",販売日側で COUNT(*)、取消日側で0を設定し、外側で NULLIFZERO(SUM(su_jusya_hanbai)) を出力,販売日が存在し、受注取消日がNULLのレコードを件数化した指標。0件の場合はNULLに変換される。
8,su_jusya_hanbai_torikesi,受車販売取消数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,dd_uritorik,販売日側で0、取消日側で COUNT(*) を設定し、外側で NULLIFZERO(SUM(su_jusya_hanbai_torikesi)) を出力,売上取消日側のレコードを件数化した指標。0件の場合はNULLに変換される。
9,su_jusya_hanbai_goukei,受車販売合計数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"dd_uriagekj, dd_uritorik",外側で NULLIFZERO(SUM(su_jusya_hanbai) - SUM(su_jusya_hanbai_torikesi)) を出力,販売数から販売取消数を差し引いた正味販売件数。0件の場合はNULLに変換される。
10,su_jusya_hanbai_current,当月受車販売合計数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbg8006m,"dd_uriagekj, dd_uritorik, dd_uriage","外側で NULLIFZERO(SUM(CASE WHEN FROM_TIMESTAMP(dd_date, 'yyyyMM') = FROM_TIMESTAMP(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 'yyyyMM') THEN su_jusya_hanbai - su_jusya_hanbai_torikesi ELSE 0 END)) を出力",集計日付がJST基準の当月に該当する場合のみ、販売数から販売取消数を差し引いて集計する当月正味販売件数。0件の場合はNULLに変換される。
