No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,pk_販社会社注文no枝番,PK_販社会社注文NO枝番,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,"cd_hansya, cd_kaisya, no_cyumon, no_cyumoned",tbba001g.cd_hansya || tbba001g.cd_kaisya || tbba001g.no_cyumon || TRIM(tbba001g.no_cyumoned) により連結して cd_pk を作成し、pk_販社会社注文no枝番 として出力。,販社・会社・注文NO・注文枝番を連結した注文単位の識別キー。DDL上は主キー制約なし。
2,pk_販社会社店舗コード,PK_販社会社店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,"cd_hansya, cd_kaisya, cd_tenpo",tbba001g.cd_hansya || tbba001g.cd_kaisya || tbba001g.cd_tenpo により連結して cd_hankaisya_tenpo を作成し、pk_販社会社店舗コード として出力。,販社・会社・店舗を連結した店舗単位の識別キー。DDL上は主キー制約なし。
3,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_hansya,base_data で tbba001g.cd_hansya を取得し、販社コードとして出力。,販社を識別するコード。
4,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_kaisya,base_data で tbba001g.cd_kaisya を取得し、会社コードとして出力。,会社を識別するコード。
5,アラート判断,アラート判断,STRING,有,なし,なし,なし,maintable（派生）,"flg_1, flg_2, flg_3, flg_4, flg_5, flg_6, flg_a, flg_b, flg_c, flg_d, flg_e, flg_f","CONCAT_WS('', flg_1〜flg_f) が空文字の場合は '99'、空でない場合は各フラグを連結した文字列を出力。",該当したアラートフラグを連結した総合判定項目。該当なしは99。
6,注文ＮＯ,注文NO,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,no_cyumon,base_data で tbba001g.no_cyumon を取得し、注文ＮＯとして出力。,注文番号。枝番はPK項目側でTRIMして連結される。
7,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_tenpo,base_data で tbba001g.cd_tenpo を取得し、店舗コードとして出力。,店舗を識別するコード。
8,納車日,納車日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,dd_nosya,base_data で tbba001g.dd_nosya を取得し、納車日として出力。,納車日。flg_3、flg_4、flg_6、flg_bなどの判定に使用。
9,登録日,登録日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,dd_touroku,base_data で tbba001g.dd_touroku を取得し、登録日として出力。,登録日。登録済・未回収・経過日系アラート判定に使用。
10,振当日,振当日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,dd_fr,base_data で tbba001g.dd_fr を取得し、振当日として出力。,振当日。リードタイム日やflg_d、flg_6の判定に使用。
