No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_hansya,t201m.cd_hansya をそのまま設定,販社単位の集計・JOINキー。
2,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_kaisya,t201m.cd_kaisya をそのまま設定,会社単位の集計・JOINキー。
3,ゾーンコード,ゾーンコード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0033m / ai21rep_ve_dx.tbv0047m,tbv0033m.cd_zon / tbv0033m.kj_zonmei / tbv0047m.cd_nczon,tbv0047m.cd_nczon でゾーンマスタを参照。tbv0033m.cd_zon がNULLまたは空白の場合、ゾーン名称もNULLまたは空白なら '999999'、ゾーン名称ありなら '999998' を設定。cd_zon が存在してもゾーン名称がNULLまたは空白なら '999999'、それ以外は tbv0033m.cd_zon を設定。,"新車ゾーン情報。空白判定は regexp_replace(..., '[ 　]+', '') を使用。"
4,ゾーン名称,ゾーン名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0033m,kj_zonmei,tbv0033m.kj_zonmei をそのまま設定,ゾーンコードに紐づくゾーン名称。
5,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,cd_tenpo,t201m.cd_tenpo をそのまま設定,内側SELECTでは作成されるが、添付SQLの外側SELECTでは選択されていないため、CTAS結果に出ない可能性あり。DDL上は定義あり。
6,ソート順,店舗表示ソート順,STRING,有,なし,なし,なし,dx_ve.tbi999003m / 派生サブクエリ sort_sub,mj_sortjyun,"sort_sub で店舗短縮名称単位に MIN(tbi999003m.mj_sortjyun) を算出後、外側SELECTで RANK() OVER (PARTITION BY 販社コード, 会社コード ORDER BY IF(NVL(ゾーン名称,'')='',0,1), ゾーン名称, ソート順, 店舗コード) を設定。",帳票ID '016' かつ表示対象 kb_tenji=1 の店舗表示順をもとにランキング。DDL上はSTRINGだがSQL上のRANK結果は数値型になり得る。
7,車名ソート順,車名表示ソート順,STRING,有,なし,なし,なし,dx_ve.tbi999008m / 派生サブクエリ sort_car,mj_sortjyun / cd_ncsyamei,"sort_car で車名単位に MIN(mj_sortjyun) と MIN(cd_ncsyamei) を算出後、外側SELECTで RANK() OVER (PARTITION BY 販社コード, 会社コード ORDER BY 車名ソート順, 新車車名コード) を設定。",表示対象 kb_tenji=1 の新車車名マスタをもとにランキング。DDL上はSTRINGだがSQL上のRANK結果は数値型になり得る。
8,新車車名コード,新車車名コード,STRING,有,なし,なし,なし,dx_ve.tbi999008m / 派生サブクエリ sort_car,cd_ncsyamei,sort_car.cd_ncsyamei の最小値を MIN(sort_car.cd_ncsyamei) として設定。,内側SELECTでは作成されるが、添付SQLの外側SELECTでは選択されていないため、CTAS結果に出ない可能性あり。DDL上は定義あり。
9,店舗短縮名称,店舗短縮名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,kj_tentanms,t201m.kj_tentanms をそのまま設定,店舗の短縮名称。
10,法人個人区分,法人個人区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba051g,kb_seibetu,CASE WHEN kb_seibetu='1' THEN '男' WHEN kb_seibetu='2' THEN '女' WHEN kb_seibetu='3' THEN '法人' ELSE NULL END,受注顧客情報から性別・法人区分を表示用名称へ変換。tbba051g は kb_kokyaku='2' 条件でJOIN。
11,年齢別,年齢別,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba051g,nu_nenrei,CASE WHEN nu_nenrei >= 60 THEN '60歳以上' WHEN nu_nenrei >= 50 THEN '50歳代' WHEN nu_nenrei >= 40 THEN '40歳代' WHEN nu_nenrei >= 30 THEN '30歳代' ELSE '29歳以下' END,受注顧客の年齢を年代区分に変換。NULLの場合もELSEにより '29歳以下' になる点に注意。
12,購入形態,購入形態,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbf001m / ai21rep_ve_dx.tbba056g / CTE tbbg068m（ai21rep_ve_dx.tbbg068m）,tbbf001m.kb_syasikib / tbba056g.mj_jucyuk11 / tbba056g.mj_jucyuke4 / tbbg068m.cd_kotaem,tbbf001m.kb_syasikib='6' の場合は、tbba056g.mj_jucyuk11 と CTE tbbg068m_2（cd_mondai='111'）を突合し、空白ならNULL、空白でなければ cd_kotaem を設定。それ以外は tbba056g.mj_jucyuke4 と CTE tbbg068m_3（cd_mondai='104'）を突合し同様に設定。,"CTE tbbg068m は cd_kotaem1〜cd_kotaem20 を searchKey='01'〜'20' に縦持ち化し、cd_mondai IN ('101','104','111')、kn_sincyu='1' に限定。"
13,新車車名,新車車名,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbf001m,kj_kurumame,tbbf001m.kj_kurumame をそのまま設定,車両仕様 tbbf008m 経由で新車車名マスタ tbbf001m を参照。dx_ve.tbi999008m の表示対象 kb_tenji=1 に存在する車名コードのみ対象。
14,受注計上日,受注計上日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,dd_jucyuke,CAST(tbba001g.dd_jucyuke AS DATE) を設定,受注計上日。DDLではSTRINGだが、添付SQLのCTASではDATE型として推論され得るため、必要に応じてCAST(... AS STRING)の検討が必要。
15,商談動機,商談動機,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba056g / CTE tbbg068m（ai21rep_ve_dx.tbbg068m）,tbba056g.mj_jucyuke1 / tbbg068m.cd_kotaem,tbba056g.mj_jucyuke1 と CTE tbbg068m_1.searchKey を突合し、cd_mondai='101' の cd_kotaem を取得。TRIM(cd_kotaem)='' の場合はNULL、それ以外は cd_kotaem を設定。,商談動機の回答コード。
16,支払区分,支払区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba052g / ai21rep_ve_dx.tbv0231m,tbba052g.kb_siharai / tbv0231m.mj_kubunnai,"tbba052g.kb_siharai と tbv0231m.cd_kubun を突合し、mj_blockid='02'、mj_kubunid='0018' の区分名を取得。REPLACE(TRIM(tbv0231m.mj_kubunnai),'　','') で前後空白および全角空白を除去。",支払区分の表示名。
17,台数,台数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,cd_hansya,COUNT(tbba001g.cd_hansya) を集計。GROUP BY は販社・会社・ゾーン・店舗・店舗短縮名称・年齢別・新車車名・受注計上日・購入形態・法人個人区分・商談動機・支払区分など。,受注件数を台数として集計。tbba001g は売上登録日 dd_uritrkkj IS NULL、取消日 dd_torikesi IS NULL、受注計上日 dd_jucyuke IS NOT NULL の条件でJOIN。DDL上はSTRINGだがSQL上のCOUNT結果は数値型になり得る。
