No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,主キー,主キー,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,全カラム / logic_pk,CTE `table_8014m` で `ROW_NUMBER() OVER(ORDER BY 1)` により `logic_pk` を採番し、最終SELECTで `bt.logic_pk AS 主キー` として取得,入金・発生明細の行単位識別用にSQL内で採番されたキー。カラム名は主キーだが、DDL上の主キー制約はなし。
2,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,cd_hansya,`bt.cd_hansya AS 販社コード` として取得。`bt` は `table_8014m` 由来の販社コードを保持,販社コード。各名称マスタとの結合キーにも使用。
3,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,cd_kaisya,`bt.cd_kaisya AS 会社コード` として取得。`bt` は `table_8014m` 由来の会社コードを保持,会社コード。各名称マスタとの結合キーにも使用。
4,注文ＮＯ,注文ＮＯ,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,no_cyumon,`t014m.no_cyumon AS 注文ＮＯ` として取得,注文番号。販社会社注文NOの生成にも使用。
5,販社会社注文NO,販社会社注文NO,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,"cd_hansya, cd_kaisya, no_cyumon","`CONCAT(t014m.cd_hansya, t014m.cd_kaisya, TRIM(t014m.no_cyumon))` で連結",販社コード・会社コード・注文番号を連結した注文単位の識別用コード。
6,日付_順番用,日付_順番用,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,dd_keijyou,`CAST(t014m.dd_keijyou AS STRING)` で文字列化,計上日を並び順・比較用に文字列化した項目。元の `dd_keijyou` は `yyyyMMdd` 形式の数値/文字列想定。
7,日付,日付,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,dd_keijyou,"`TO_TIMESTAMP(CAST(t014m.dd_keijyou AS STRING), 'yyyyMMdd')` で日付/タイムスタンプ形式へ変換",計上日を日付表示用に変換した項目。DDL上はSTRINGだがSQL上はTO_TIMESTAMPの結果。
8,項目名,項目名,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbf053m / ai21rep_ve_dx.tbgm024m / ai21rep_ve_dx.tbv0208m,"kb_syohmei, kj_nasemei, kj_nyuukinm","`COALESCE(t053m.kb_syohmei, t204m.kj_nasemei, t208m.kj_nyuukinm)` で優先順に名称を取得",発生/入金の項目名。発生区分の場合は商品名称系または発生名称、入金区分の場合は入金名称を使用。
9,発生額,発生額,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,"kb_urinyuki, ki_nyukinur",`kb_urinyuki = '1'` の場合は `ki_nyukinur`、それ以外はNULL,売上/発生側の金額。SQL上は金額項目だがDDL上はSTRING。
10,入金額,入金額,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,"kb_urinyuki, ki_nyukinur",`kb_urinyuki = '2'` の場合は `ki_nyukinur`、それ以外はNULL,入金側の金額。SQL上は金額項目だがDDL上はSTRING。
11,空白欄,空白欄,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,"kb_urinyuki, kb_nyuukin, kb_nyukkanr","`kb_urinyuki = '1'` の場合は `SUBSTR(kb_nyuukin,3,1)` により `取消/売上/条変` を設定。`kb_urinyuki = '2'` の場合は `kb_nyukkanr` により `現金/割賦/下取/約手/残債` を設定",明細種別の表示用項目。提示SQLではIF文の第1引数後のカンマ不足、および `AS 空白欄` 後のカンマ重複が見えるため構文要確認。
12,伝票番号,伝票番号,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,no_denpyo,`t014m.no_denpyo AS 伝票番号` として取得,入金/発生明細の伝票番号。
13,業務区分,業務区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,kb_gyoumu,`t014m.kb_gyoumu AS 業務区分` として取得,伝票明細の業務区分。
14,入金区分,入金区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m,kb_nyuukin,`t014m.kb_nyuukin AS 入金区分` として取得,"入金/発生区分コード。名称マスタとの結合では先頭2桁 `LEFT(kb_nyuukin,2)` を使用。"
15,件数,件数,STRING,有,なし,なし,なし,SQL定数,1,`1 AS 件数` を設定,明細1行を1件としてカウントするための固定値。
