No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_hansya,tbbc017g.cd_hansya をそのまま取得,受注・登録データの販社コード。
2,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_kaisya,tbbc017g.cd_kaisya をそのまま取得,受注・登録データの会社コード。
3,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbg8014m,"cd_jytyuten, no_cyumon, no_cyumoned, no_denpyo","注文番号先頭3桁が TAD かつ no_min_denpyo が存在する場合は LEFT(no_min_denpyo,3)、それ以外は tbbc017g.cd_jytyuten を設定",TAD注文では入金伝票の最小伝票番号から店舗コード相当を補正。
4,注文no,注文no,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,no_cyumon,tbbc017g.no_cyumon をそのまま取得,注文番号。
5,注文枝番,注文枝番,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,no_cyumoned,TRIM(tbbc017g.no_cyumoned) を取得,注文枝番。前後空白を除去して出力。
6,pk_販社会社注文no枝番,pk_販社会社注文no枝番,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"cd_hansya, cd_kaisya, no_cyumon, no_cyumoned","CONCAT(cd_hansya, cd_kaisya, no_cyumon, TRIM(no_cyumoned)) で連結",販社・会社・注文NO・注文枝番を連結した注文単位キー。カラム名はpkだがDDL上の主キー制約はなし。
7,販社会社店舗コード,販社会社店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbg8014m,"cd_hansya, cd_kaisya, cd_jytyuten, no_denpyo","TAD注文かつ no_min_denpyo が存在する場合は cd_hansya || cd_kaisya || LEFT(no_min_denpyo,3)、それ以外は cd_hansya || cd_kaisya || cd_jytyuten",販社・会社・店舗を連結した店舗識別コード。
8,店舗略称,店舗略称,STRING,有,なし,なし,なし,dx_ve.vbi013001_en,kj_tentanms,v2001.kj_tentanms を取得,補正後店舗コードで vbi013001_en と結合して取得する店舗短縮名称。
9,エリア統括部,エリア統括部,STRING,有,なし,なし,なし,dx_ve.vbi013001_en,zone_name,v2001.zone_name を取得,店舗に紐づくゾーン表示名。
10,ゾーンコード,ゾーンコード,STRING,有,なし,なし,なし,dx_ve.vbi013001_en,cd_zon,v2001.cd_zon を取得,店舗に紐づくゾーンコード。vbi013001_en側で補完済みの値。
11,ソート順,ソート順,STRING,有,なし,なし,なし,dx_ve.vbi013001_en,mj_sortjyun,v2001.mj_sortjyun を取得,店舗・ゾーンマスタ側の表示順。
12,登録,登録状態,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,dd_touroku,dd_touroku IS NOT NULL の場合は '登録済'、それ以外は '未登録',登録有無の表示用区分。
