No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,PK_販社会社注文NO枝番,PK_販社会社注文NO枝番,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"cd_hansya, cd_kaisya, no_cyumon, no_cyumoned",`tbbc017g.cd_hansya || tbbc017g.cd_kaisya || tbbc017g.no_cyumon || trim(tbbc017g.no_cyumoned)` で連結し、`cd_pk` として生成後に出力,販社・会社・注文NO・枝番を連結した注文単位の識別キー。カラム名はPKだがDDL上の主キー定義はなし。
2,PK_販社会社店舗コード,PK_販社会社店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbg8014m,"cd_hansya, cd_kaisya, cd_jytyuten, no_cyumon, no_cyumoned, no_denpyo","注文番号先頭3桁が `TAD` かつ `tbbc017g_2.no_min_denpyo` が存在する場合は `cd_hansya || cd_kaisya || LEFT(no_min_denpyo, 3)`、それ以外は `cd_hansya || cd_kaisya || cd_jytyuten`",販社・会社・店舗を連結した店舗識別キー。TAD注文では入金伝票の最小伝票番号から店舗コード相当を補正。カラム名はPKだがDDL上の主キー定義はなし。
3,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_hansya,`base_data.cd_hansya` をそのまま取得,受注・登録データの販社コード。
4,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_kaisya,`base_data.cd_kaisya` をそのまま取得,受注・登録データの会社コード。
5,アラート判断,アラート判断,STRING,有,なし,なし,なし,base_data / 算出フラグ,"flg_1〜flg_6, flg_a〜flg_f","`CONCAT_WS('', flg_1, flg_2, flg_3, flg_4, flg_5, flg_6, flg_a, flg_b, flg_c, flg_d, flg_e, flg_f)` が空文字の場合は `99`、それ以外は連結結果を設定",各アラートフラグを連結した総合アラート判定。該当フラグがない場合は `99`。
6,注文no,注文no,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,no_cyumon,`base_data.no_cyumon` をそのまま取得,注文番号。PK生成や入金伝票集計との結合にも使用。
7,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbg8014m,"cd_jytyuten, no_denpyo","注文番号先頭3桁が `TAD` かつ `no_min_denpyo` が存在する場合は `LEFT(no_min_denpyo, 3)`、それ以外は `tbbc017g.cd_jytyuten` を設定",受注店舗コード。TAD注文では伝票番号由来の店舗コードに補正。
8,納車日,納車日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,dd_nosya,`base_data.dd_nosya AS 納車日` として取得,納車日。flg_3、flg_4、flg_5、flg_b、flg などの判定に使用。
9,登録日,登録日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,dd_touroku,`base_data.dd_touroku AS 登録日` として取得,登録日。登録済・未納車・登録経過系のアラート判定に使用。
10,受注日,受注日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,dd_jucyu,`base_data.dd_jucyu AS 受注日` として取得,受注日。未登録状態での受注経過日判定に使用。
11,flg_1,アラートフラグ1,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc020g / base_data,"dd_minasksy, dd_kaisyuyo, ki_genkhasg, ki_genknykg, ki_fuharhsk, ki_fuharnyk, jp_today","`COALESCE(dd_minasksy, dd_kaisyuyo)` がNULLでなくJST当日より過去、かつ現金未回収または不払未回収が残る場合は `'1'`、それ以外は空文字",見直し回収予定日または回収予定日を過ぎても現金/不払系の未回収が残る場合のアラート。
12,flg_2,アラートフラグ2,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_touroku, ki_haseirui, ki_genknykg, ki_sitanykg, ki_fuharnyk","`dd_touroku IS NOT NULL` かつ `NVL(ki_haseirui,0) - NVL(ki_genknykg,0) - NVL(ki_sitanykg,0) - NVL(ki_fuharnyk,0) < 0` の場合は `'2'`、それ以外は空文字",登録済みで合計未回収残がマイナスとなる場合のアラート。
13,flg_3,アラートフラグ3,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"dd_touroku, dd_nosya",`dd_touroku IS NOT NULL` かつ `dd_nosya IS NULL` の場合は `'3'`、それ以外は空文字,登録済みだが納車日が未設定の場合のアラート。
14,flg_4,アラートフラグ4,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbbc020g,"dd_nosya, ki_genkhasg, ki_genknykg, ki_fuharhsk, ki_fuharnyk, mj_keiykeit",`dd_nosya IS NOT NULL`、現金または不払の未回収が残る、かつ契約形態が `後払い` でない場合は `'4'`、それ以外は空文字,納車済みで、後払い以外にもかかわらず現金/不払系の未回収が残る場合のアラート。
15,flg_5,アラートフラグ5,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / ai21rep_ve_dx.tbg8014m / nt8014m,"dd_nosya, mj_keiykeit, dd_keijyou1, dd_keijyou2",`dd_nosya IS NOT NULL`、契約形態が `後払い` でない、かつSQL上の条件 `(dd_keijyou1 > dd_nosya || dd_keijyou2 > dd_nosya)` を満たす場合は `'5'`、それ以外は空文字,納車日より後に計上日がある場合のアラート。SQLでは `||` が使われており、OR意図か構文仕様かは要確認。
16,flg_6,アラートフラグ6,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg8014m / dx_ve.tbi999013m,"kb_nyuukin, kb_urinyuki, ki_nyukinur, kb_genkin, kb_crejcard","入金伝票を注文単位に集計し、`NVL(ki_nyukinur2 - ki_nyukinur3, 0) + NVL(positive_count - negative_count, 0) >= 3` の場合は `'6'`、それ以外は空文字",現金・クレジットカード系の正負入金回数差分が一定以上の場合のアラート。入金区分は `tbi999013m` から現金/クレジットカード対象を取得。
17,flg_a,アラートフラグa,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / base_data,"dd_touroku, dd_urikzumi, current_month_start, last_month_end",`dd_touroku < current_month_start` かつ登録日がNULLでなく、`dd_urikzumi > last_month_end` またはNULLの場合は `'a'`、それ以外は空文字,前月末時点で登録済みかつ当月以降売上済または未売上の対象を示すフラグ。
18,flg_b,アラートフラグb,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / dx_ve.tbi013001m / base_data,"dd_touroku, dd_urikzumi, dd_nosya, su_minosya, last_month_end, current_month_start","flg_a相当条件に加え、`DATEDIFF(last_month_end, dd_touroku) >= su_minosya`、かつ `dd_nosya IS NULL` または納車月が前月末月以降の場合は `'b'`",登録後、未納車経過日閾値以上経過している未納車/当月以降納車対象を示すフラグ。`su_minosya` はマスタ未設定時14日。
19,flg_c,アラートフラグc,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / dx_ve.tbi013001m / base_data,"dd_touroku, dd_urikzumi, su_touroku, last_month_end, current_month_start","flg_a相当条件に加え、`DATEDIFF(last_month_end, dd_touroku) >= su_touroku` の場合は `'c'`、それ以外は空文字",登録日から登録経過日閾値以上経過している対象を示すフラグ。`su_touroku` はマスタ未設定時30日。
20,flg_d,アラートフラグd,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g / dx_ve.tbi013001m / base_data,"dd_jucyu, dd_touroku, su_jucyu, last_month_end","`dd_jucyu IS NOT NULL`、`dd_touroku IS NULL`、かつ `DATEDIFF(last_month_end, dd_jucyu) >= su_jucyu` の場合は `'d'`、それ以外は空文字",受注済みだが未登録で、受注経過日閾値以上経過している対象を示すフラグ。`su_jucyu` はマスタ未設定時30日。
21,flg_e,アラートフラグe,STRING,有,なし,なし,なし,SQL定数,空文字,`'' AS flg_e` を設定,現SQLでは固定で空文字。将来拡張用のフラグ枠と考えられるが、SQL上の算出条件はなし。
22,flg_f,アラートフラグf,STRING,有,なし,なし,なし,SQL定数,空文字,`'' AS flg_f` を設定,現SQLでは固定で空文字。将来拡張用のフラグ枠と考えられるが、SQL上の算出条件はなし。
