No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,cd_hansya,販社コード,STRING,有,なし,なし,なし,"ai21rep_ve_dx.tbbc003g / CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",cd_hansya,UNION前半は t.cd_hansya（tbbc003g）、UNION後半は t.cd_hansya（c001g）をそのまま出力,販社を識別するコード。UNIONにより、下取予定側と中古在庫/仕入側の両方から出力される。
2,kj_kaisyatn,会社名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0200m,kj_kaisyatn,t200m.kj_kaisyatn をそのまま出力。cd_hansya、cd_kaisya で会社マスタをLEFT JOIN,会社マスタから取得する会社名称。LEFT JOINのため、マスタに該当がない場合はNULLになり得る。
3,cd_hanbaitn,販売店コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0200m,cd_hanbaitn,t200m.cd_hanbaitn をそのまま出力。cd_hansya、cd_kaisya で会社マスタをLEFT JOIN,会社マスタから取得する販売店コード。
4,cd_kaisya,会社コード,STRING,有,なし,なし,なし,"ai21rep_ve_dx.tbbc003g / CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",cd_kaisya,UNION前半は t.cd_kaisya（tbbc003g）、UNION後半は t.cd_kaisya（c001g）をそのまま出力,会社を識別するコード。各参照テーブルとの結合キー。
5,kj_tenpomei,店舗名称,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0201m,kj_tenpomei,t201m.kj_tenpomei をそのまま出力。cd_hansya、cd_kaisya、CD_SITADOTE で店舗マスタをLEFT JOIN,仕入/下取予定店舗に紐づく店舗名称。
6,NO_SYADAIBA,車台番号,STRING,有,なし,なし,なし,"ai21rep_ve_dx.tbbc003g / CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",NO_SYADAIBA,UNION前半は t.NO_SYADAIBA（tbbc003g）、UNION後半は t.NO_SYADAIBA（c001g）をそのまま出力,抽出対象となる下取/中古車側の車台番号。
7,NO_SYADAIBA_yotei,予定車台番号,STRING,有,なし,なし,なし,"ai21rep_ve_dx.tbbc003g / CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",NO_SYADAIBA,UNION前半・後半ともに t.NO_SYADAIBA を NO_SYADAIBA_yotei として出力,予定情報側の車台番号として別名出力。SQL上は NO_SYADAIBA と同一値。
8,MJ_KATASIKI,型式,STRING,有,なし,なし,なし,"ai21rep_ve_dx.tbbc003g / CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",MJ_KATASIKI,UNION前半は t.MJ_KATASIKI（tbbc003g）、UNION後半は t.MJ_KATASIKI（c001g）を出力。WHERE句で LOWER(MJ_KATASIKI) LIKE '%xeam10%' OR '%yeam15%' に限定,抽出対象車両の型式。SQL上、xeam10 または yeam15 を含む型式に限定。
9,KJ_SITAMEIG,下取/仕入名義,STRING,有,なし,なし,なし,"ai21rep_ve_dx.tbbc003g / CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",KJ_SITAMEIG,UNION前半は t.KJ_SITAMEIG（tbbc003g）、UNION後半は t.KJ_SITAMEIG（c001g）をそのまま出力,下取/仕入側の名義情報。項目名からの解釈であり、コード値の詳細定義はSQL内に記載なし。
10,MJ_FURUSYAM,古車名,STRING,有,なし,なし,なし,"ai21rep_ve_dx.tbbc003g / CTE c001g（ai21rep_ve_dx.tbbc001g, ai21rep_ve_dx.tbbc050g, ai21rep_ve_dx.tbbc065g）",MJ_FURUSYAM,UNION前半は t.MJ_FURUSYAM（tbbc003g）、UNION後半は t.MJ_FURUSYAM（c001g）をそのまま出力,下取/中古車側の車名。
