No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,販社コード,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_hansya,tbg7005m_3.cd_hansya を 販社コード として出力。,販社を識別するコード。dx_ve.vbi002001_en と販社・会社・店舗コードでINNER JOINされ、対象店舗に絞り込まれる。
2,会社コード,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_kaisya,tbg7005m_3.cd_kaisya を 会社コード として出力。,会社を識別するコード。
3,店舗コード,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,cd_tenpo,tbg7005m_3.cd_tenpo を 店舗コード として出力。,店舗を識別するコード。
4,販社会社店舗コード,販社会社店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,"cd_hansya, cd_kaisya, cd_tenpo",tbg7005m_3.cd_hansya || tbg7005m_3.cd_kaisya || tbg7005m_3.cd_tenpo により連結して出力。,販社コード・会社コード・店舗コードを連結した店舗識別用コード。
5,当年借方金額０１,当年借方金額０１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar01,"当会計年度（nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4))）かつ売上系勘定科目（cd_kanjyou BETWEEN '5010101' AND '5019999'）を対象に、店舗単位で SUM(tbg7005m_3.ki_toykar01) を集計。",当年の借方金額01。GROUP BYは販社コード・会社コード・店舗コード単位。DDL上はSTRINGだがSQL上はSUM結果の数値。
6,当年借方金額０２,当年借方金額０２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar02,"当会計年度（nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4))）かつ売上系勘定科目（cd_kanjyou BETWEEN '5010101' AND '5019999'）を対象に、店舗単位で SUM(tbg7005m_3.ki_toykar02) を集計。",当年の借方金額02。GROUP BYは販社コード・会社コード・店舗コード単位。DDL上はSTRINGだがSQL上はSUM結果の数値。
7,当年借方金額０３,当年借方金額０３,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar03,"当会計年度（nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4))）かつ売上系勘定科目（cd_kanjyou BETWEEN '5010101' AND '5019999'）を対象に、店舗単位で SUM(tbg7005m_3.ki_toykar03) を集計。",当年の借方金額03。GROUP BYは販社コード・会社コード・店舗コード単位。DDL上はSTRINGだがSQL上はSUM結果の数値。
8,当年借方金額０４,当年借方金額０４,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar04,"当会計年度（nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4))）かつ売上系勘定科目（cd_kanjyou BETWEEN '5010101' AND '5019999'）を対象に、店舗単位で SUM(tbg7005m_3.ki_toykar04) を集計。",当年の借方金額04。GROUP BYは販社コード・会社コード・店舗コード単位。DDL上はSTRINGだがSQL上はSUM結果の数値。
9,当年借方金額０５,当年借方金額０５,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar05,"当会計年度（nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4))）かつ売上系勘定科目（cd_kanjyou BETWEEN '5010101' AND '5019999'）を対象に、店舗単位で SUM(tbg7005m_3.ki_toykar05) を集計。",当年の借方金額05。GROUP BYは販社コード・会社コード・店舗コード単位。DDL上はSTRINGだがSQL上はSUM結果の数値。
10,当年借方金額０６,当年借方金額０６,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar06,"当会計年度（nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4))）かつ売上系勘定科目（cd_kanjyou BETWEEN '5010101' AND '5019999'）を対象に、店舗単位で SUM(tbg7005m_3.ki_toykar06) を集計。",当年の借方金額06。GROUP BYは販社コード・会社コード・店舗コード単位。DDL上はSTRINGだがSQL上はSUM結果の数値。
11,当年借方金額０７,当年借方金額０７,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar07,"当会計年度（nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4))）かつ売上系勘定科目（cd_kanjyou BETWEEN '5010101' AND '5019999'）を対象に、店舗単位で SUM(tbg7005m_3.ki_toykar07) を集計。",当年の借方金額07。GROUP BYは販社コード・会社コード・店舗コード単位。DDL上はSTRINGだがSQL上はSUM結果の数値。
12,当年借方金額０８,当年借方金額０８,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar08,"当会計年度（nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4))）かつ売上系勘定科目（cd_kanjyou BETWEEN '5010101' AND '5019999'）を対象に、店舗単位で SUM(tbg7005m_3.ki_toykar08) を集計。",当年の借方金額08。GROUP BYは販社コード・会社コード・店舗コード単位。DDL上はSTRINGだがSQL上はSUM結果の数値。
13,当年借方金額０９,当年借方金額０９,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar09,"当会計年度（nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4))）かつ売上系勘定科目（cd_kanjyou BETWEEN '5010101' AND '5019999'）を対象に、店舗単位で SUM(tbg7005m_3.ki_toykar09) を集計。",当年の借方金額09。GROUP BYは販社コード・会社コード・店舗コード単位。DDL上はSTRINGだがSQL上はSUM結果の数値。
14,当年借方金額１０,当年借方金額１０,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar10,"当会計年度（nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4))）かつ売上系勘定科目（cd_kanjyou BETWEEN '5010101' AND '5019999'）を対象に、店舗単位で SUM(tbg7005m_3.ki_toykar10) を集計。",当年の借方金額10。GROUP BYは販社コード・会社コード・店舗コード単位。DDL上はSTRINGだがSQL上はSUM結果の数値。
15,当年借方金額１１,当年借方金額１１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar11,"当会計年度（nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4))）かつ売上系勘定科目（cd_kanjyou BETWEEN '5010101' AND '5019999'）を対象に、店舗単位で SUM(tbg7005m_3.ki_toykar11) を集計。",当年の借方金額11。GROUP BYは販社コード・会社コード・店舗コード単位。DDL上はSTRINGだがSQL上はSUM結果の数値。
