No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
1,cd_hansya,販社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_hansya,内側サブクエリで tg.cd_hansya を取得し、外側で GROUP BY 項目としてそのまま出力,販社を識別するコード。受注日側・取消日側の両方のUNIONデータで共通して出力。
2,cd_kaisya,会社コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_kaisya,内側サブクエリで tg.cd_kaisya を取得し、外側で GROUP BY 項目としてそのまま出力,会社を識別するコード。tbbc001g、tbv0232mとの結合にも使用。
3,cd_tenpo,店舗コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,cd_jytyuten,内側サブクエリで tg.cd_jytyuten を取得し、外側SELECTで cd_jytyuten AS cd_tenpo として出力,受注店舗を表す店舗コード。元カラム名は cd_jytyuten。
4,dd_date,集計日付,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,dd_jucyuke / dd_torikesi,受注日側は tg.dd_jucyuke、取消日側は tg.dd_torikesi を dd_date としてUNION ALLし、外側で CAST(to_date(dd_date) AS DATE) を出力。GROUP BY は to_date(dd_date),DDL上はSTRINGだが、SQL上はDATE型へ変換している。受注実績行は受注日、取消行は取消日を集計日付として扱う。
5,cd_ncsyamei,新車車名コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc001g,"mj_21syamek, mj_21syasyu, mj_21syamak, no_21syaren, mj_21syanin","tbbc001gを tg.cd_hansya、tg.cd_kaisya、tg.no_syaryou でLEFT JOINし、CONCAT(NVL(mj_21syamek,''), NVL(mj_21syasyu,''), NVL(mj_21syamak,''), NVL(no_21syaren,''), NVL(mj_21syanin,'')) を作成",車名マスタ tbv0232m との結合キーにも使用。提示SQLではCONCATの第1・第2引数間のカンマが欠落しているように見えるため、実行時は構文確認が必要。
6,kn_syame,車名,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0232m,mj_syamei,"tbv0232mを cd_hansya、cd_kaisya、cd_syamei = cd_ncsyamei相当の連結値 でLEFT JOINし、UPPER(NVL(tbv0232m.mj_syamei, '')) を出力",車名マスタから取得した車名を大文字化して出力。マスタ未該当時は空文字になる。
7,su_jusya_jucyu,受車受注数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,dd_jucyuke,受注日側で CASE WHEN tg.dd_jucyuke IS NOT NULL THEN 1 ELSE NULL END、取消日側で0を設定し、外側で NULLIFZERO(SUM(su_jusya_jucyu)) を出力,受注日が存在するレコードを件数化した指標。0件の場合はNULLに変換される。
8,su_jusya_jucyu_torikesi,受車受注取消数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,dd_torikesi,受注日側で0、取消日側で CASE WHEN tg.dd_torikesi IS NOT NULL THEN 1 ELSE NULL END を設定し、外側で NULLIFZERO(SUM(su_jusya_jucyu_torikesi)) を出力,取消日が存在するレコードを件数化した指標。0件の場合はNULLに変換される。
9,su_jusya_jucyu_goukei,受車受注合計数,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"dd_jucyuke, dd_torikesi",外側で NULLIFZERO(SUM(su_jusya_jucyu) - SUM(su_jusya_jucyu_torikesi)) を出力,受注数から受注取消数を差し引いた正味件数。0件の場合はNULLに変換される。
10,su_jusya_jucyucan,受車受注残数（登録日NULL）,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbc017g,"dd_jucyuke, dd_touroku",受注日側で CASE WHEN tg.dd_jucyuke IS NOT NULL AND tg.dd_touroku IS NULL THEN 1 ELSE NULL END、取消日側で0を設定し、外側で NULLIFZERO(SUM(su_jusya_jucyucan)) を出力,受注日があり、登録日がNULLのレコードを件数化した指標。0件の場合はNULLに変換される。
