No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,更新方法,説明/備考
1,mj_sortjyun,ソート順,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,mj_sortjyun,v3002.mj_sortjyun をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,店舗・ストール表示等の並び順に利用される項目と考えられる。正式な業務定義は元テーブル定義の確認が必要。
2,cd_hansya,販社コード,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,cd_hansya,v3002.cd_hansya をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,販社を識別するコード。t275m、tbsa002mとのJOIN条件にも使用される。
3,cd_kaisya,会社コード,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,cd_kaisya,v3002.cd_kaisya をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,会社を識別するコード。t275m、tbsa002mとのJOIN条件にも使用される。
4,cd_tenpo,店舗コード,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,cd_tenpo,v3002.cd_tenpo をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,店舗を識別するコード。t275m、tbsa002mとのJOIN条件にも使用される。
5,kj_tenpomei,店舗名,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,kj_tenpomei,v3002.kj_tenpomei をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,店舗コードに対応する店舗名称。
6,cd_hansyakaisyatenpostall,販社会社店舗ストールコード,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,cd_hansyakaisyatenpostall,v3002.cd_hansyakaisyatenpostall をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,販社・会社・店舗・ストールを結合した識別キーと考えられる。正式な構成要素は元テーブル定義の確認が必要。
7,no_stall,ストール番号,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,no_stall,v3002.no_stall をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,ストールを識別する番号。tbsa002mとのJOIN条件にも使用される。
8,mj_stallmei,ストール名,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,mj_stallmei,v3002.mj_stallmei をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,ストール番号に対応するストール名称。
9,kb_stallsentaku,ストール選択区分,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,kb_stallsentaku,v3002.kb_stallsentaku をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,ストール選択に関する区分項目。コード値の正式な意味は元テーブル定義の確認が必要。
10,cd_zon,ゾーンコード,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,cd_zon,v3002.cd_zon をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,ゾーンを識別するコード。
11,kj_zonmei,ゾーン名,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,kj_zonmei,v3002.kj_zonmei をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,ゾーンコードに対応するゾーン名称。
12,kb_teigaikitei,定外規定区分,元カラム依存,不明（元カラム依存）,なし,なし,なし,dx_ve.vbi003002,kb_teigaikitei,v3002.kb_teigaikitei をそのまま取得,DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,定外規定に関する区分項目と考えられる。コード値の正式な意味は元テーブル定義の確認が必要。
13,kb_teinaikitei,定内規定区分,元カラム依存（0との型解決結果）,NULL可,なし,なし,なし,dx_ve.vbi003002 / ai21rep_ve_dx.tbfy275m / ai21rep_ve_dx.tbsa002m,"v3002.kb_teinaikitei, t275m.kb_kado, t002m.kb_hikado","if(t275m.kb_kado NOT IN('1','9') OR t002m.kb_hikado = '1', 0, v3002.kb_teinaikitei) により、店舗日別稼働区分が '1'・'9' 以外、またはストール非稼働区分が '1' の場合は 0、それ以外は v3002.kb_teinaikitei を設定",DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,稼働区分・非稼働区分を考慮して補正された定内規定区分。v3002.kb_teinaikitei がNULLの場合はNULLになる可能性がある。
14,kb_kyukei,休憩区分,INT相当,NULL不可,なし,なし,なし,ai21rep_ve_dx.tbfy275m / ai21rep_ve_dx.tbsa002m,"t275m.kb_kado, t002m.kb_hikado","if(t275m.kb_kado NOT IN('1','9') OR t002m.kb_hikado = '1', 1, 0) により、店舗日別稼働区分が '1'・'9' 以外、またはストール非稼働区分が '1' の場合は 1、それ以外は 0 を設定",DROP TABLE IF EXISTS後、CREATE TABLE AS SELECTによる全件再作成,休憩または非稼働扱いを示す判定フラグ。SQL上は0/1の固定値で作成される。
